name,description,price,stock,categoryId,locationId
Product_2400,Description_2400,202,00,55,2,2
Product_2401,Description_2401,344,00,27,4,2
Product_2402,Description_2402,375,00,2,2,1
Product_2403,Description_2403,83,00,32,3,1
Product_2404,Description_2404,497,00,29,3,2
Product_2405,Description_2405,451,00,50,2,2
Product_2406,Description_2406,127,00,9,4,2
Product_2407,Description_2407,129,00,39,4,1
Product_2408,Description_2408,226,00,94,3,2
Product_2409,Description_2409,221,00,21,3,1
Product_2410,Description_2410,370,00,13,2,1
Product_2411,Description_2411,415,00,47,1,2
Product_2412,Description_2412,246,00,74,3,1
Product_2413,Description_2413,317,00,84,2,2
Product_2414,Description_2414,288,00,56,2,2
Product_2415,Description_2415,86,00,38,1,2
Product_2416,Description_2416,199,00,69,2,2
Product_2417,Description_2417,164,00,74,2,2
Product_2418,Description_2418,486,00,84,2,2
Product_2419,Description_2419,17,00,28,3,1
Product_2420,Description_2420,145,00,67,4,1
Product_2421,Description_2421,222,00,45,4,1
Product_2422,Description_2422,150,00,32,3,2
Product_2423,Description_2423,418,00,65,4,2
Product_2424,Description_2424,475,00,87,3,1
Product_2425,Description_2425,137,00,92,4,2
Product_2426,Description_2426,169,00,17,2,1
Product_2427,Description_2427,79,00,65,4,1
Product_2428,Description_2428,240,00,75,4,1
Product_2429,Description_2429,164,00,84,2,2
Product_2430,Description_2430,276,00,48,4,1
Product_2431,Description_2431,201,00,98,2,1
Product_2432,Description_2432,31,00,77,2,2
Product_2433,Description_2433,398,00,10,1,1
Product_2434,Description_2434,177,00,79,4,1
Product_2435,Description_2435,79,00,34,1,1
Product_2436,Description_2436,473,00,3,1,1
Product_2437,Description_2437,194,00,95,3,1
Product_2438,Description_2438,94,00,54,3,2
Product_2439,Description_2439,493,00,48,4,1
Product_2440,Description_2440,357,00,23,2,2
Product_2441,Description_2441,478,00,3,4,2
Product_2442,Description_2442,440,00,60,1,1
Product_2443,Description_2443,337,00,16,4,2
Product_2444,Description_2444,157,00,65,3,2
Product_2445,Description_2445,162,00,29,4,1
Product_2446,Description_2446,41,00,93,4,2
Product_2447,Description_2447,317,00,97,3,2
Product_2448,Description_2448,85,00,26,1,2
Product_2449,Description_2449,82,00,13,1,1
Product_2450,Description_2450,412,00,63,3,1
Product_2451,Description_2451,379,00,73,4,1
Product_2452,Description_2452,78,00,59,4,2
Product_2453,Description_2453,237,00,38,2,1
Product_2454,Description_2454,346,00,52,2,2
Product_2455,Description_2455,147,00,54,2,1
Product_2456,Description_2456,197,00,61,2,2
Product_2457,Description_2457,111,00,16,3,2
Product_2458,Description_2458,251,00,67,1,1
Product_2459,Description_2459,280,00,5,2,1
Product_2460,Description_2460,222,00,70,3,1
Product_2461,Description_2461,108,00,31,4,2
Product_2462,Description_2462,71,00,74,4,2
Product_2463,Description_2463,453,00,3,3,1
Product_2464,Description_2464,206,00,40,3,2
Product_2465,Description_2465,283,00,71,1,1
Product_2466,Description_2466,467,00,98,1,2
Product_2467,Description_2467,328,00,79,4,1
Product_2468,Description_2468,117,00,51,2,1
Product_2469,Description_2469,13,00,21,1,2
Product_2470,Description_2470,423,00,55,2,2
Product_2471,Description_2471,230,00,6,1,2
Product_2472,Description_2472,463,00,14,3,2
Product_2473,Description_2473,407,00,25,3,1
Product_2474,Description_2474,233,00,92,4,2
Product_2475,Description_2475,433,00,22,1,1
Product_2476,Description_2476,70,00,68,2,1
Product_2477,Description_2477,310,00,13,1,2
Product_2478,Description_2478,92,00,7,3,2
Product_2479,Description_2479,82,00,87,4,2
Product_2480,Description_2480,299,00,81,4,2
Product_2481,Description_2481,265,00,41,4,1
Product_2482,Description_2482,71,00,97,3,2
Product_2483,Description_2483,492,00,33,3,2
Product_2484,Description_2484,204,00,6,1,1
Product_2485,Description_2485,76,00,77,4,1
Product_2486,Description_2486,248,00,73,2,2
Product_2487,Description_2487,20,00,33,1,1
Product_2488,Description_2488,283,00,88,2,2
Product_2489,Description_2489,32,00,79,1,1
Product_2490,Description_2490,317,00,78,1,1
Product_2491,Description_2491,83,00,85,2,2
Product_2492,Description_2492,21,00,98,2,1
Product_2493,Description_2493,487,00,42,4,2
Product_2494,Description_2494,263,00,5,2,1
Product_2495,Description_2495,162,00,55,1,1
Product_2496,Description_2496,424,00,49,2,2
Product_2497,Description_2497,267,00,66,1,2
Product_2498,Description_2498,335,00,26,1,2
Product_2499,Description_2499,483,00,63,1,1
Product_2500,Description_2500,428,00,3,2,2
Product_2501,Description_2501,374,00,10,4,1
Product_2502,Description_2502,345,00,35,3,1
Product_2503,Description_2503,463,00,4,2,1
Product_2504,Description_2504,373,00,96,2,1
Product_2505,Description_2505,223,00,13,2,1
Product_2506,Description_2506,464,00,19,4,2
Product_2507,Description_2507,121,00,55,3,1
Product_2508,Description_2508,67,00,23,2,2
Product_2509,Description_2509,192,00,41,4,1
Product_2510,Description_2510,87,00,94,4,1
Product_2511,Description_2511,180,00,76,1,2
Product_2512,Description_2512,298,00,98,1,2
Product_2513,Description_2513,99,00,30,2,2
Product_2514,Description_2514,442,00,48,1,2
Product_2515,Description_2515,193,00,77,2,2
Product_2516,Description_2516,268,00,6,2,1
Product_2517,Description_2517,158,00,38,4,1
Product_2518,Description_2518,297,00,85,3,1
Product_2519,Description_2519,21,00,27,4,2
Product_2520,Description_2520,395,00,56,1,1
Product_2521,Description_2521,128,00,27,1,1
Product_2522,Description_2522,282,00,67,3,2
Product_2523,Description_2523,227,00,95,3,1
Product_2524,Description_2524,445,00,68,2,2
Product_2525,Description_2525,415,00,10,1,2
Product_2526,Description_2526,219,00,51,3,1
Product_2527,Description_2527,221,00,4,2,1
Product_2528,Description_2528,499,00,38,2,1
Product_2529,Description_2529,412,00,85,3,2
Product_2530,Description_2530,293,00,63,1,1
Product_2531,Description_2531,240,00,18,1,1
Product_2532,Description_2532,456,00,68,1,2
Product_2533,Description_2533,456,00,99,3,1
Product_2534,Description_2534,12,00,78,1,1
Product_2535,Description_2535,163,00,78,3,1
Product_2536,Description_2536,362,00,54,3,1
Product_2537,Description_2537,230,00,79,4,1
Product_2538,Description_2538,319,00,47,3,2
Product_2539,Description_2539,240,00,20,2,1
Product_2540,Description_2540,423,00,41,1,1
Product_2541,Description_2541,121,00,20,2,2
Product_2542,Description_2542,256,00,16,3,1
Product_2543,Description_2543,82,00,71,3,1
Product_2544,Description_2544,23,00,54,3,2
Product_2545,Description_2545,94,00,22,1,1
Product_2546,Description_2546,481,00,46,2,1
Product_2547,Description_2547,345,00,61,4,2
Product_2548,Description_2548,276,00,81,4,1
Product_2549,Description_2549,51,00,87,1,2
Product_2550,Description_2550,11,00,38,4,1
Product_2551,Description_2551,136,00,2,3,2
Product_2552,Description_2552,129,00,75,4,1
Product_2553,Description_2553,457,00,61,2,1
Product_2554,Description_2554,105,00,11,3,2
Product_2555,Description_2555,318,00,68,4,2
Product_2556,Description_2556,226,00,32,2,1
Product_2557,Description_2557,127,00,33,1,2
Product_2558,Description_2558,142,00,49,4,1
Product_2559,Description_2559,238,00,75,2,1
Product_2560,Description_2560,486,00,55,2,2
Product_2561,Description_2561,492,00,80,3,2
Product_2562,Description_2562,55,00,64,1,1
Product_2563,Description_2563,467,00,55,2,1
Product_2564,Description_2564,302,00,14,2,2
Product_2565,Description_2565,157,00,69,4,2
Product_2566,Description_2566,339,00,37,1,2
Product_2567,Description_2567,340,00,4,4,1
Product_2568,Description_2568,480,00,62,3,1
Product_2569,Description_2569,366,00,27,2,1
Product_2570,Description_2570,159,00,84,1,2
Product_2571,Description_2571,102,00,57,3,1
Product_2572,Description_2572,326,00,50,3,1
Product_2573,Description_2573,85,00,92,2,2
Product_2574,Description_2574,277,00,1,2,1
Product_2575,Description_2575,421,00,80,3,2
Product_2576,Description_2576,151,00,96,4,2
Product_2577,Description_2577,214,00,31,2,1
Product_2578,Description_2578,374,00,57,1,2
Product_2579,Description_2579,360,00,48,4,2
Product_2580,Description_2580,139,00,39,1,2
Product_2581,Description_2581,119,00,68,1,2
Product_2582,Description_2582,194,00,10,2,2
Product_2583,Description_2583,380,00,19,3,2
Product_2584,Description_2584,276,00,26,4,1
Product_2585,Description_2585,428,00,80,2,1
Product_2586,Description_2586,103,00,21,1,2
Product_2587,Description_2587,460,00,14,3,2
Product_2588,Description_2588,211,00,6,2,2
Product_2589,Description_2589,423,00,53,1,1
Product_2590,Description_2590,423,00,29,2,2
Product_2591,Description_2591,149,00,9,4,2
Product_2592,Description_2592,73,00,97,3,2
Product_2593,Description_2593,417,00,49,3,2
Product_2594,Description_2594,237,00,50,2,2
Product_2595,Description_2595,223,00,34,3,1
Product_2596,Description_2596,280,00,1,1,1
Product_2597,Description_2597,404,00,34,2,2
Product_2598,Description_2598,130,00,41,2,2
Product_2599,Description_2599,393,00,28,3,2
Product_2600,Description_2600,371,00,94,2,1
Product_2601,Description_2601,401,00,43,3,2
Product_2602,Description_2602,14,00,89,3,2
Product_2603,Description_2603,332,00,31,4,1
Product_2604,Description_2604,217,00,89,2,2
Product_2605,Description_2605,221,00,30,3,1
Product_2606,Description_2606,345,00,10,4,2
Product_2607,Description_2607,271,00,83,4,1
Product_2608,Description_2608,323,00,42,4,1
Product_2609,Description_2609,342,00,27,3,1
Product_2610,Description_2610,103,00,12,2,2
Product_2611,Description_2611,169,00,60,3,1
Product_2612,Description_2612,145,00,65,1,2
Product_2613,Description_2613,177,00,85,2,1
Product_2614,Description_2614,37,00,47,1,1
Product_2615,Description_2615,366,00,1,2,1
Product_2616,Description_2616,132,00,64,4,2
Product_2617,Description_2617,112,00,7,3,1
Product_2618,Description_2618,142,00,32,4,2
Product_2619,Description_2619,315,00,29,2,2
Product_2620,Description_2620,281,00,92,4,2
Product_2621,Description_2621,54,00,83,1,2
Product_2622,Description_2622,263,00,42,1,2
Product_2623,Description_2623,16,00,26,3,2
Product_2624,Description_2624,306,00,3,2,1
Product_2625,Description_2625,52,00,13,1,2
Product_2626,Description_2626,36,00,42,1,1
Product_2627,Description_2627,459,00,28,2,2
Product_2628,Description_2628,481,00,42,4,1
Product_2629,Description_2629,58,00,36,1,1
Product_2630,Description_2630,329,00,52,3,2
Product_2631,Description_2631,214,00,92,2,1
Product_2632,Description_2632,17,00,43,3,2
Product_2633,Description_2633,331,00,1,2,1
Product_2634,Description_2634,244,00,16,1,1
Product_2635,Description_2635,156,00,82,4,1
Product_2636,Description_2636,205,00,82,1,1
Product_2637,Description_2637,264,00,46,3,1
Product_2638,Description_2638,459,00,76,2,1
Product_2639,Description_2639,230,00,80,4,1
Product_2640,Description_2640,444,00,68,2,2
Product_2641,Description_2641,70,00,14,4,1
Product_2642,Description_2642,56,00,54,2,1
Product_2643,Description_2643,233,00,96,2,1
Product_2644,Description_2644,368,00,76,4,1
Product_2645,Description_2645,271,00,59,3,1
Product_2646,Description_2646,387,00,38,3,1
Product_2647,Description_2647,355,00,29,3,1
Product_2648,Description_2648,407,00,75,4,2
Product_2649,Description_2649,66,00,39,1,2
Product_2650,Description_2650,139,00,21,4,2
Product_2651,Description_2651,81,00,83,4,2
Product_2652,Description_2652,214,00,32,1,1
Product_2653,Description_2653,108,00,72,1,1
Product_2654,Description_2654,353,00,64,2,1
Product_2655,Description_2655,269,00,92,3,1
Product_2656,Description_2656,199,00,15,3,2
Product_2657,Description_2657,30,00,28,1,2
Product_2658,Description_2658,32,00,69,3,1
Product_2659,Description_2659,333,00,63,3,2
Product_2660,Description_2660,388,00,35,4,1
Product_2661,Description_2661,265,00,20,2,2
Product_2662,Description_2662,170,00,62,3,1
Product_2663,Description_2663,273,00,14,4,1
Product_2664,Description_2664,413,00,34,4,1
Product_2665,Description_2665,207,00,84,2,1
Product_2666,Description_2666,211,00,5,4,2
Product_2667,Description_2667,410,00,27,2,2
Product_2668,Description_2668,190,00,83,3,2
Product_2669,Description_2669,424,00,4,1,1
Product_2670,Description_2670,81,00,18,2,1
Product_2671,Description_2671,265,00,75,3,2
Product_2672,Description_2672,378,00,31,4,2
Product_2673,Description_2673,139,00,37,1,2
Product_2674,Description_2674,157,00,31,4,1
Product_2675,Description_2675,488,00,14,3,1
Product_2676,Description_2676,333,00,62,1,2
Product_2677,Description_2677,357,00,82,2,2
Product_2678,Description_2678,413,00,88,1,2
Product_2679,Description_2679,108,00,87,1,1
Product_2680,Description_2680,189,00,54,2,1
Product_2681,Description_2681,284,00,27,2,1
Product_2682,Description_2682,351,00,67,1,2
Product_2683,Description_2683,152,00,91,1,1
Product_2684,Description_2684,491,00,3,2,2
Product_2685,Description_2685,115,00,47,1,2
Product_2686,Description_2686,92,00,77,3,2
Product_2687,Description_2687,180,00,10,4,2
Product_2688,Description_2688,491,00,30,4,1
Product_2689,Description_2689,346,00,17,4,1
Product_2690,Description_2690,138,00,56,4,1
Product_2691,Description_2691,19,00,10,2,1
Product_2692,Description_2692,41,00,83,3,1
Product_2693,Description_2693,340,00,54,3,2
Product_2694,Description_2694,498,00,13,4,2
Product_2695,Description_2695,258,00,93,1,1
Product_2696,Description_2696,382,00,72,4,1
Product_2697,Description_2697,238,00,18,3,2
Product_2698,Description_2698,335,00,15,3,1
Product_2699,Description_2699,345,00,42,4,2
Product_2700,Description_2700,464,00,59,4,2
Product_2701,Description_2701,331,00,70,3,1
Product_2702,Description_2702,496,00,77,3,1
Product_2703,Description_2703,15,00,96,4,1
Product_2704,Description_2704,178,00,14,1,1
Product_2705,Description_2705,167,00,14,4,2
Product_2706,Description_2706,442,00,35,4,2
Product_2707,Description_2707,489,00,75,1,2
Product_2708,Description_2708,289,00,10,3,2
Product_2709,Description_2709,101,00,77,2,1
Product_2710,Description_2710,429,00,48,4,2
Product_2711,Description_2711,484,00,56,1,2
Product_2712,Description_2712,135,00,66,1,2
Product_2713,Description_2713,448,00,20,4,2
Product_2714,Description_2714,206,00,20,2,1
Product_2715,Description_2715,402,00,94,4,1
Product_2716,Description_2716,132,00,59,2,1
Product_2717,Description_2717,325,00,81,3,2
Product_2718,Description_2718,460,00,59,3,2
Product_2719,Description_2719,309,00,30,3,2
Product_2720,Description_2720,35,00,33,3,1
Product_2721,Description_2721,241,00,99,2,2
Product_2722,Description_2722,436,00,48,3,1
Product_2723,Description_2723,87,00,93,2,2
Product_2724,Description_2724,472,00,80,4,2
Product_2725,Description_2725,433,00,42,2,1
Product_2726,Description_2726,346,00,44,3,1
Product_2727,Description_2727,331,00,9,4,1
Product_2728,Description_2728,231,00,27,3,1
Product_2729,Description_2729,437,00,51,1,2
Product_2730,Description_2730,286,00,57,1,1
Product_2731,Description_2731,187,00,15,4,2
Product_2732,Description_2732,267,00,19,4,1
Product_2733,Description_2733,160,00,94,1,1
Product_2734,Description_2734,428,00,61,3,1
Product_2735,Description_2735,11,00,11,4,1
Product_2736,Description_2736,353,00,44,2,2
Product_2737,Description_2737,128,00,90,2,2
Product_2738,Description_2738,157,00,98,3,1
Product_2739,Description_2739,294,00,58,2,1
Product_2740,Description_2740,167,00,86,1,2
Product_2741,Description_2741,402,00,82,4,1
Product_2742,Description_2742,197,00,9,2,2
Product_2743,Description_2743,336,00,45,2,2
Product_2744,Description_2744,44,00,62,2,2
Product_2745,Description_2745,286,00,11,2,2
Product_2746,Description_2746,361,00,8,4,2
Product_2747,Description_2747,355,00,10,4,2
Product_2748,Description_2748,126,00,55,4,1
Product_2749,Description_2749,367,00,30,4,1
Product_2750,Description_2750,301,00,64,2,1
Product_2751,Description_2751,445,00,43,4,2
Product_2752,Description_2752,64,00,34,4,2
Product_2753,Description_2753,19,00,61,1,1
Product_2754,Description_2754,125,00,95,4,2
Product_2755,Description_2755,179,00,30,2,2
Product_2756,Description_2756,467,00,55,1,1
Product_2757,Description_2757,230,00,49,4,1
Product_2758,Description_2758,239,00,18,4,1
Product_2759,Description_2759,345,00,72,3,1
Product_2760,Description_2760,40,00,74,1,1
Product_2761,Description_2761,246,00,70,4,2
Product_2762,Description_2762,396,00,26,2,2
Product_2763,Description_2763,122,00,22,2,2
Product_2764,Description_2764,120,00,15,2,2
Product_2765,Description_2765,86,00,57,1,2
Product_2766,Description_2766,252,00,69,3,2
Product_2767,Description_2767,118,00,85,1,1
Product_2768,Description_2768,232,00,57,3,2
Product_2769,Description_2769,297,00,25,3,2
Product_2770,Description_2770,315,00,84,3,2
Product_2771,Description_2771,250,00,35,1,2
Product_2772,Description_2772,192,00,68,1,1
Product_2773,Description_2773,442,00,20,1,1
Product_2774,Description_2774,88,00,78,2,1
Product_2775,Description_2775,192,00,62,3,2
Product_2776,Description_2776,182,00,71,1,1
Product_2777,Description_2777,164,00,38,2,1
Product_2778,Description_2778,52,00,66,4,1
Product_2779,Description_2779,87,00,14,2,2
Product_2780,Description_2780,379,00,36,3,2
Product_2781,Description_2781,211,00,90,4,2
Product_2782,Description_2782,423,00,63,1,1
Product_2783,Description_2783,424,00,9,3,1
Product_2784,Description_2784,395,00,49,1,1
Product_2785,Description_2785,159,00,89,3,1
Product_2786,Description_2786,372,00,97,3,2
Product_2787,Description_2787,246,00,61,1,2
Product_2788,Description_2788,382,00,56,4,1
Product_2789,Description_2789,16,00,65,3,1
Product_2790,Description_2790,147,00,63,4,2
Product_2791,Description_2791,263,00,87,4,1
Product_2792,Description_2792,479,00,59,1,2
Product_2793,Description_2793,123,00,47,4,1
Product_2794,Description_2794,233,00,28,3,1
Product_2795,Description_2795,413,00,30,4,1
Product_2796,Description_2796,498,00,50,2,1
Product_2797,Description_2797,171,00,14,2,2
Product_2798,Description_2798,300,00,12,3,1
Product_2799,Description_2799,195,00,23,4,2
Product_2800,Description_2800,435,00,70,3,1
Product_2801,Description_2801,376,00,7,2,2
Product_2802,Description_2802,193,00,90,2,2
Product_2803,Description_2803,144,00,37,2,1
Product_2804,Description_2804,405,00,32,2,2
Product_2805,Description_2805,405,00,45,3,1
Product_2806,Description_2806,140,00,77,2,1
Product_2807,Description_2807,388,00,39,2,2
Product_2808,Description_2808,459,00,32,4,2
Product_2809,Description_2809,127,00,94,4,2
Product_2810,Description_2810,10,00,7,4,1
Product_2811,Description_2811,385,00,24,3,2
Product_2812,Description_2812,53,00,12,2,2
Product_2813,Description_2813,445,00,29,4,1
Product_2814,Description_2814,380,00,34,4,1
Product_2815,Description_2815,92,00,96,1,1
Product_2816,Description_2816,65,00,68,3,2
Product_2817,Description_2817,432,00,69,3,1
Product_2818,Description_2818,157,00,7,3,2
Product_2819,Description_2819,300,00,35,4,1
Product_2820,Description_2820,166,00,72,2,1
Product_2821,Description_2821,298,00,25,3,2
Product_2822,Description_2822,252,00,76,2,1
Product_2823,Description_2823,237,00,79,4,1
Product_2824,Description_2824,435,00,20,2,1
Product_2825,Description_2825,427,00,14,1,1
Product_2826,Description_2826,101,00,6,1,1
Product_2827,Description_2827,251,00,13,1,2
Product_2828,Description_2828,170,00,7,3,2
Product_2829,Description_2829,343,00,2,4,2
Product_2830,Description_2830,119,00,4,2,1
Product_2831,Description_2831,411,00,26,3,2
Product_2832,Description_2832,200,00,14,3,1
Product_2833,Description_2833,436,00,19,4,2
Product_2834,Description_2834,366,00,20,4,1
Product_2835,Description_2835,236,00,94,3,1
Product_2836,Description_2836,164,00,15,1,2
Product_2837,Description_2837,314,00,23,3,2
Product_2838,Description_2838,201,00,8,1,1
Product_2839,Description_2839,466,00,80,1,1
Product_2840,Description_2840,373,00,54,2,2
Product_2841,Description_2841,454,00,90,4,1
Product_2842,Description_2842,426,00,3,2,1
Product_2843,Description_2843,439,00,60,3,1
Product_2844,Description_2844,465,00,76,4,2
Product_2845,Description_2845,50,00,31,1,1
Product_2846,Description_2846,226,00,18,1,2
Product_2847,Description_2847,140,00,20,3,2
Product_2848,Description_2848,127,00,9,1,1
Product_2849,Description_2849,439,00,17,3,2
Product_2850,Description_2850,414,00,25,2,1
Product_2851,Description_2851,474,00,23,1,1
Product_2852,Description_2852,460,00,57,4,1
Product_2853,Description_2853,469,00,53,2,1
Product_2854,Description_2854,165,00,53,4,2
Product_2855,Description_2855,223,00,34,2,1
Product_2856,Description_2856,87,00,56,4,2
Product_2857,Description_2857,421,00,87,2,2
Product_2858,Description_2858,381,00,20,4,2
Product_2859,Description_2859,483,00,14,2,1
Product_2860,Description_2860,131,00,80,3,1
Product_2861,Description_2861,173,00,91,3,1
Product_2862,Description_2862,477,00,4,4,1
Product_2863,Description_2863,316,00,18,1,2
Product_2864,Description_2864,460,00,93,3,2
Product_2865,Description_2865,466,00,20,3,2
Product_2866,Description_2866,494,00,25,1,1
Product_2867,Description_2867,297,00,46,2,2
Product_2868,Description_2868,306,00,34,4,1
Product_2869,Description_2869,277,00,33,1,1
Product_2870,Description_2870,154,00,40,1,2
Product_2871,Description_2871,425,00,76,2,2
Product_2872,Description_2872,72,00,41,3,1
Product_2873,Description_2873,12,00,24,4,2
Product_2874,Description_2874,28,00,47,1,1
Product_2875,Description_2875,390,00,86,1,2
Product_2876,Description_2876,61,00,81,3,2
Product_2877,Description_2877,28,00,83,4,2
Product_2878,Description_2878,425,00,21,1,1
Product_2879,Description_2879,382,00,46,3,2
Product_2880,Description_2880,409,00,89,4,1
Product_2881,Description_2881,275,00,31,4,1
Product_2882,Description_2882,130,00,60,3,2
Product_2883,Description_2883,432,00,17,1,2
Product_2884,Description_2884,101,00,30,2,2
Product_2885,Description_2885,493,00,91,1,2
Product_2886,Description_2886,344,00,53,2,1
Product_2887,Description_2887,329,00,56,1,1
Product_2888,Description_2888,456,00,62,2,1
Product_2889,Description_2889,21,00,41,3,2
Product_2890,Description_2890,456,00,83,4,2
Product_2891,Description_2891,146,00,77,3,2
Product_2892,Description_2892,146,00,64,3,2
Product_2893,Description_2893,32,00,17,2,2
Product_2894,Description_2894,34,00,90,4,1
Product_2895,Description_2895,439,00,99,4,2
Product_2896,Description_2896,416,00,30,3,1
Product_2897,Description_2897,240,00,90,4,1
Product_2898,Description_2898,32,00,99,1,1
Product_2899,Description_2899,238,00,78,3,1
Product_2900,Description_2900,64,00,24,1,1
Product_2901,Description_2901,93,00,55,4,1
Product_2902,Description_2902,64,00,61,2,2
Product_2903,Description_2903,331,00,61,4,2
Product_2904,Description_2904,152,00,60,3,2
Product_2905,Description_2905,360,00,88,2,1
Product_2906,Description_2906,191,00,39,4,1
Product_2907,Description_2907,243,00,14,2,2
Product_2908,Description_2908,332,00,7,1,1
Product_2909,Description_2909,261,00,83,3,2
Product_2910,Description_2910,385,00,81,4,1
Product_2911,Description_2911,375,00,27,1,1
Product_2912,Description_2912,452,00,47,4,1
Product_2913,Description_2913,235,00,53,2,1
Product_2914,Description_2914,373,00,42,2,1
Product_2915,Description_2915,497,00,51,1,2
Product_2916,Description_2916,269,00,90,2,2
Product_2917,Description_2917,443,00,11,2,1
Product_2918,Description_2918,165,00,32,1,1
Product_2919,Description_2919,423,00,13,1,2
Product_2920,Description_2920,191,00,28,4,1
Product_2921,Description_2921,376,00,22,2,1
Product_2922,Description_2922,369,00,37,2,1
Product_2923,Description_2923,102,00,31,1,1
Product_2924,Description_2924,86,00,27,2,1
Product_2925,Description_2925,324,00,13,2,2
Product_2926,Description_2926,284,00,54,3,2
Product_2927,Description_2927,283,00,13,4,1
Product_2928,Description_2928,424,00,53,2,1
Product_2929,Description_2929,245,00,68,4,2
Product_2930,Description_2930,485,00,99,1,2
Product_2931,Description_2931,168,00,46,1,1
Product_2932,Description_2932,43,00,74,1,1
Product_2933,Description_2933,367,00,42,2,2
Product_2934,Description_2934,305,00,92,2,2
Product_2935,Description_2935,253,00,24,4,1
Product_2936,Description_2936,308,00,22,2,1
Product_2937,Description_2937,465,00,23,1,1
Product_2938,Description_2938,57,00,30,2,2
Product_2939,Description_2939,94,00,50,3,1
Product_2940,Description_2940,58,00,40,3,2
Product_2941,Description_2941,152,00,9,2,2
Product_2942,Description_2942,255,00,54,2,1
Product_2943,Description_2943,84,00,47,1,2
Product_2944,Description_2944,185,00,96,3,2
Product_2945,Description_2945,199,00,80,4,1
Product_2946,Description_2946,310,00,66,1,2
Product_2947,Description_2947,22,00,17,3,1
Product_2948,Description_2948,36,00,97,4,1
Product_2949,Description_2949,140,00,58,4,2
Product_2950,Description_2950,383,00,99,3,1
Product_2951,Description_2951,78,00,76,1,2
Product_2952,Description_2952,24,00,12,4,1
Product_2953,Description_2953,209,00,10,3,1
Product_2954,Description_2954,257,00,8,1,1
Product_2955,Description_2955,268,00,11,2,1
Product_2956,Description_2956,84,00,84,1,1
Product_2957,Description_2957,438,00,41,1,1
Product_2958,Description_2958,499,00,24,1,2
Product_2959,Description_2959,220,00,16,2,1
Product_2960,Description_2960,111,00,33,1,1
Product_2961,Description_2961,188,00,96,1,2
Product_2962,Description_2962,494,00,89,4,1
Product_2963,Description_2963,277,00,33,2,1
Product_2964,Description_2964,266,00,13,3,2
Product_2965,Description_2965,256,00,63,3,2
Product_2966,Description_2966,82,00,58,1,2
Product_2967,Description_2967,34,00,67,3,1
Product_2968,Description_2968,281,00,25,2,1
Product_2969,Description_2969,213,00,84,4,2
Product_2970,Description_2970,64,00,14,2,2
Product_2971,Description_2971,410,00,22,1,1
Product_2972,Description_2972,191,00,79,1,2
Product_2973,Description_2973,245,00,53,3,2
Product_2974,Description_2974,493,00,91,3,1
Product_2975,Description_2975,272,00,55,2,1
Product_2976,Description_2976,166,00,63,2,2
Product_2977,Description_2977,160,00,11,1,1
Product_2978,Description_2978,278,00,85,2,1
Product_2979,Description_2979,263,00,17,1,2
Product_2980,Description_2980,437,00,32,2,1
Product_2981,Description_2981,28,00,55,4,1
Product_2982,Description_2982,291,00,90,4,1
Product_2983,Description_2983,298,00,38,1,2
Product_2984,Description_2984,53,00,57,2,1
Product_2985,Description_2985,464,00,94,3,1
Product_2986,Description_2986,32,00,49,1,1
Product_2987,Description_2987,207,00,28,2,2
Product_2988,Description_2988,326,00,46,2,1
Product_2989,Description_2989,199,00,88,3,2
Product_2990,Description_2990,379,00,89,4,1
Product_2991,Description_2991,381,00,45,4,1
Product_2992,Description_2992,18,00,45,2,1
Product_2993,Description_2993,466,00,19,1,1
Product_2994,Description_2994,193,00,31,2,1
Product_2995,Description_2995,123,00,80,2,2
Product_2996,Description_2996,260,00,31,3,2
Product_2997,Description_2997,210,00,69,1,2
Product_2998,Description_2998,78,00,91,3,2
Product_2999,Description_2999,61,00,69,1,1
Product_3000,Description_3000,481,00,80,1,2
Product_3001,Description_3001,181,00,16,1,2
Product_3002,Description_3002,79,00,7,4,1
Product_3003,Description_3003,439,00,46,1,2
Product_3004,Description_3004,252,00,1,4,1
Product_3005,Description_3005,117,00,71,4,1
Product_3006,Description_3006,135,00,48,4,1
Product_3007,Description_3007,328,00,86,1,1
Product_3008,Description_3008,53,00,93,3,1
Product_3009,Description_3009,404,00,42,2,2
Product_3010,Description_3010,161,00,22,3,1
Product_3011,Description_3011,363,00,30,2,1
Product_3012,Description_3012,43,00,91,1,2
Product_3013,Description_3013,335,00,11,1,2
Product_3014,Description_3014,332,00,31,1,2
Product_3015,Description_3015,355,00,98,2,2
Product_3016,Description_3016,49,00,55,1,2
Product_3017,Description_3017,50,00,9,3,1
Product_3018,Description_3018,166,00,88,4,2
Product_3019,Description_3019,24,00,25,1,2
Product_3020,Description_3020,404,00,13,3,2
Product_3021,Description_3021,247,00,65,4,2
Product_3022,Description_3022,468,00,9,3,1
Product_3023,Description_3023,109,00,98,2,1
Product_3024,Description_3024,47,00,79,4,2
Product_3025,Description_3025,134,00,41,4,2
Product_3026,Description_3026,306,00,62,3,2
Product_3027,Description_3027,240,00,49,3,2
Product_3028,Description_3028,125,00,24,4,1
Product_3029,Description_3029,136,00,56,4,2
Product_3030,Description_3030,18,00,7,4,1
Product_3031,Description_3031,40,00,86,3,2
Product_3032,Description_3032,164,00,73,4,2
Product_3033,Description_3033,17,00,53,2,1
Product_3034,Description_3034,422,00,3,1,2
